0.65,1,10,2,0.939809926082365,0.876847290640394,0.112342941611236,0.887657058388766
0.95,1,10,2,0.953537486800422,0.881773399014778,0.115299334811531,0.88470066518847
0.65,1,1,2,0.939809926082365,0.876847290640394,0.116038433111605,0.883961566888396
0.95,1,7,2,0.953537486800422,0.881773399014778,0.116038433111605,0.883961566888396
0.95,1,4,2,0.953537486800422,0.881773399014778,0.116777531411679,0.883222468588322
0.95,1,1,2,0.953537486800422,0.881773399014778,0.117516629711753,0.882483370288248
0.65,1,7,2,0.939809926082365,0.876847290640394,0.118994826311901,0.8810051736881
0.95,0.7,4,2,0.960929250263992,0.876847290640394,0.123429416112344,0.876570583887657
0.65,1,4,2,0.939809926082365,0.876847290640394,0.127864005912788,0.872135994087214
0.95,0.7,7,2,0.960929250263992,0.876847290640394,0.129342202512936,0.870657797487066
